3098;Florent Mathieu;4;Belgien;1919
3098;Francesco Faravelli;4;Italien;1880
3098;Francisco Jose Antequera;4;Spanien;1964
3098;Frans Van Hellemont;4;Belgien;1927
3098;Fritz Fischer;4;Tyskland;-
3098;Fritz Schreiner;4;Tyskland;1890
3098;Gaston Denys;4;Belgien;1913
3098;Georges Laloup;4;Belgien;1903
3098;Gerard Lambrechts;4;Belgien;1904
3098;Gerhard Esser;4;Tyskland;1910
3098;Gilbert Levae;4;Belgien;1912
3098;Giulio Modesti;4;Italien;-
3098;Giuseppe Pifferi;4;Italien;-
3098;Giuseppe Toesca;4;Italien;-
3098;Gustav Nagel;4;Tyskland;1893
3098;Gustave Van Cauwenberghe;4;Belgien;1918
3098;Gustavo Beccaria;4;Italien;-
3098;Henry Rinklin;4;Tyskland;1957
3098;Herbert Bresching;4;Tyskland;-
3098;Herbert Gerber;4;Tyskland;-
3098;Hermann Siebelhoff;4;Tyskland;-
3098;Hubert Sijen;4;Nederlandene;1918
3098;Isidoro Piubellini;4;Italien;1909
3098;Jan Hugens;4;Nederlandene;1939
3098;Jean Rosellen;4;Tyskland;1891
3098;Jean-Claude Lefebvre;4;Frankrig;1933
3098;Jean-Louis Peillon;4;Frankrig;1961
3098;Jean-Theodore Joyeux;4;Frankrig;1865
3098;Johnny Broers;4;Nederlandene;1959
3098;Josef Remold;4;Tyskland;1899
3098;Joseph Didden;4;Belgien;1923
3098;Jozef Horemans;4;Belgien;1910
3098;Jules Matton;4;Belgien;1897
3098;Julien Heernaert;4;Belgien;1916
3098;Karel Catrysse;4;Belgien;1912
3098;Karl Fahle;4;Tyskland;-
3098;Labindo Mancinelli;4;Italien;-
3098;Leopold Roosemont;4;Belgien;1909
3098;Lionel Van Brabant;4;Belgien;1926
3098;Lucien De Brauwere;4;Belgien;1951
3098;Lucien Lauk;4;Frankrig;1911
3098;Manfred Glaser;4;Tyskland;-
3098;Marcel Colleu;4;Frankrig;1897
3098;Marcel Lacour;4;Belgien;-
3098;Marcel Quertinmont;4;Belgien;1919
3098;Martin Havik;4;Nederlandene;1955
3098;Mathieu Cardynaels;4;Belgien;1913
3098;Maurice Vandenberghe;4;Belgien;-
3098;Michel Remue;4;Belgien;1919
3098;Mickael Delage;4;Frankrig;1985
3098;Noel Vanclooster;4;Belgien;1943
3098;Otto Tietz;4;Tyskland;-
3098;Palle Lykke;4;Danmark;1936
3098;Paul Arnhold;4;Tyskland;-
3098;Paul Suss;4;Tyskland;-
3098;Peter Strasser;4;Tyskland;1886
3098;Piet Oellibrandt;4;Belgien;1935
3098;Rafael Jonckheere;4;Belgien;1927
3098;Ralf Hofeditz;4;Tyskland;1962
3098;Rene Beyens;4;Belgien;1920
3098;Rene Dewolf;4;Belgien;-
3098;Robert Wancour;4;Belgien;1884
3098;Roger Jochmans;4;Belgien;1947
3098;Roger Verheyden;4;Belgien;1940
3098;Rudi Wolkert;4;Tyskland;1911
3098;Sante Ranucci;4;Italien;1933
3098;Secondo Martinetto;4;Italien;1894
3098;Stan Goossens;4;Belgien;1937
3098;Stefano Cattai;4;Italien;1967
3098;Sven Teutenberg;4;Tyskland;1972
3098;Theo Nys;4;Belgien;1939
3098;Triphon Verstraeten;4;Belgien;1920
3098;Twan Poels;4;Nederlandene;1963
3098;Ugo Sivocci;4;Italien;1885
3098;Umberto Guarducci;4;Italien;1911
3098;Viacheslav Kuznetsov;4;Rusland;1989
3098;Victor Wartel;4;Belgien;1931
3098;Walter Brakow;4;Tyskland;-
3098;Wilhelm Franke;4;Tyskland;1892
3098;Wim Van Eynde;4;Belgien;1960
3098;Yuriy Krivtsov;4;Ukraine;1979
3098;Andre Mouton;4;Frankrig;1903
3098;Claude Valdois;4;Frankrig;1935
3098;Emile Bruneau;4;Belgien;1912
3098;Graeme Brown;4;Australien;1979
3098;Jacopo Guarnieri;4;Italien;1987
3098;Theo Bos;4;Nederlandene;1983
3098;Pavel Nevdakh;4;Kasakhstan;1976
3098;Francesco Masciarelli;4;Italien;1986
3098;Franco Mori;4;Italien;1944
3098;Flaviano Vicentini;4;Italien;1942
3098;Dante Rivola;4;Italien;1926
3098;Zoarino Giudi;4;Italien;1912
3370;Matthias Brandle;3;Østrig;1989
3370;Albert Hitchen;3;Storbritannien;1938
3370;Bjørn Stenersen;3;Norge;1970
3370;Colin Lewis;3;Storbritannien;1942
3370;Frantisek Rabon;3;Tjekkiet;1983
3370;Joao Cabreira;3;Portugal;1982
3370;John Tanner;3;Storbritannien;1968
3370;Jose Mendes;3;Portugal;1985
3370;Keith Lambert;3;Storbritannien;1947
3370;Klaus Bugdahl;3;Tyskland;1934
3370;Lubor Tesar;3;Tjekkiet;1971
3370;Mario Traxl;3;Østrig;1964
3370;Peter Besanko;3;Australien;1955
3370;Sid Barras;3;Storbritannien;1948
3370;Steve Joughin;3;Storbritannien;1959
3370;Wayne Hildred;3;Australien;1955
3370;Jørgen Timm;3;Danmark;-
3370;Georg Preidler;3;Østrig;1990
3370;Rene Andersen;3;Danmark;1962
3370;Werner Grundahl Hansen;3;Danmark;1914
3370;Ben Healy;3;Irland;2000
3370;Abelardo Rondon;3;Colombia;1964
3370;Adam Toupalik;3;Tjekkiet;1996
3370;Adolfo Garcia Quesada;3;Spanien;1979
3370;Adolphe Pezzuli;3;Frankrig;1928
3370;Adrian Kurek;3;Polen;1988
3370;Adriano Pella;3;Italien;1945
3370;Agustin Sagasti;3;Spanien;1970
3370;Ahmed Kebaili;3;Algeriet;1925
3370;Aitor Kintana;3;Spanien;1975
3370;Alan Dipple;3;Australien;1956
3370;Albert Hainz;3;Østrig;1964
3370;Albert Platel;3;Frankrig;1933
3370;Albert Sommer;3;Schweiz;1915
3370;Alberto Leanizbarrutia;3;Spanien;1963
3370;Alberto Lopez de Munain;3;Spanien;1972
3370;Alejandro Ivan Cortes;3;Colombia;1977
3370;Alessandro Proni;3;Italien;1982
3370;Alex Aranburu;3;Spanien;1995
3370;Alex Edmondson;3;Australien;1993
3370;Alex Howes;3;USA;1988
3370;Alex Rasmussen;3;Danmark;1984
3370;Alexander Arekeev;3;Rusland;1982
3370;Alexander Khatuntsev;3;Rusland;1985
3370;Alexandre Bazhenov;3;Rusland;1981
3370;Alexandre Castellino;3;Schweiz;1881
3370;Alexey Tsatevich;3;Rusland;1989
3370;Alfred Gaida;3;Tyskland;1951
3370;Allan Johansen;3;Danmark;1971
3370;Amael Moinard;3;Frankrig;1982
3370;Amund Grøndahl Jansen;3;Norge;1994
3370;Andre Brule;3;Frankrig;1922
3370;Andre Mollet;3;Frankrig;1949
3370;Andre Ruffet;3;Frankrig;1929
3370;Andrea Bagioli;3;Italien;1999
3370;Andrzej Sypytkowski;3;Polen;1963
3370;Angel Castresana;3;Spanien;1972
3370;Antoine Abate;3;Frankrig;1937
3370;Antwan Tolhoek;3;Nederlandene;1994
3370;Aristobulo Cala;3;Colombia;1990
3370;Armando Barducci;3;Italien;1926
3370;Arno Kuttel;3;Schweiz;1963
3370;Artem Nych;3;Rusland;1995
3370;Bart Zoet;3;Nederlandene;1942
3370;Bartlomiej Matysiak;3;Polen;1984
3370;Benny Schepmans;3;Belgien;1953
3370;Bent Pedersen;3;Danmark;1945
3370;Bernard Beaufrere;3;Frankrig;1936
3370;Bernard Bourreau;3;Frankrig;1951
3370;Bernard Croyet;3;Frankrig;1948
3370;Bob Roll;3;USA;1960
3370;Bram de Groot;3;Nederlandene;1974
3370;Brandon McNulty;3;USA;1998
3370;Brent Van Moer;3;Belgien;1998
3370;Brian Jolly;3;Storbritannien;1946
3370;Brian Petersen;3;Danmark;1963
3370;Brian Walton;3;Canada;1965
3370;Bruno Boscardin;3;Schweiz;1970
3370;Bruno Huerlimann;3;Schweiz;1962
3370;Bruno Roth;3;Tyskland;1911
3370;Carlos Castano;3;Spanien;1979
3370;Carlos Fransisco Dos Santos;3;Portugal;1958
3370;Carlos Mario Jaramillo;3;Colombia;1961
3370;Carlos Zarate;3;Spanien;1980
3370;Casimiro Moreda;3;Spanien;1962
3370;Cees Bol;3;Nederlandene;1995
3370;Celio Roberto Roncancio;3;Colombia;1966
3370;Cesar Garcia Calvo;3;Spanien;1974
3370;Cesar Goyeneche;3;Colombia;1974
3370;Charles Jochums;3;Belgien;1957
3370;Charly Berard;3;Frankrig;1959
3370;Charly Rouxel;3;Frankrig;1948
3370;Chris Wherry;3;USA;1973
3370;Christian Knees;3;Tyskland;1981
3370;Christophe Bassons;3;Frankrig;1974
3370;Christophe Manin;3;Frankrig;1966
3370;Christophe Oriol;3;Frankrig;1973
3370;Cipriano Chemello;3;Italien;1945
3370;Colin Sturgess;3;Storbritannien;1968
3370;Colombo Cassano;3;Italien;1929
3370;Connor Swift;3;Storbritannien;1995
3370;Conor Dunne;3;Irland;1992
3370;Constant Lauwers;3;Belgien;1916
3370;Cristian Gasperoni;3;Italien;1970
3370;Damian McDonald;3;Australien;1972
3370;Damien Nazon;3;Frankrig;1974
3370;Dan Frost;3;Danmark;1961
3370;Daniel Schnider;3;Schweiz;1973
3370;Daniele Contrini;3;Italien;1974
3370;Danilo Wyss;3;Schweiz;1985
3370;Danny Horton;3;Storbritannien;1946
3370;Dariusz Kajzer;3;Tyskland;1961
3370;Dariusz Wojciechowski;3;Polen;1968
3370;Darren Lapthorne;3;Australien;1983
3370;David Bernabeu;3;Spanien;1975
3370;David Herrero;3;Spanien;1934
3370;David McFarlane;3;Australien;1959
3370;David Rand;3;Storbritannien;1973
3370;Davide Malacarne;3;Italien;1987
3370;Dieter Kemper;3;Tyskland;1937
3370;Dirk Muller;3;Tyskland;1973
3370;Domen Novak;3;Slovenien;1995
3370;Eddie Salas;3;Australien;1965
3370;Eddy Lembo;3;Algeriet;1980
3370;Edgar Humberto Ruiz;3;Colombia;1971
3370;Eduard Vorganov;3;Rusland;1982
3370;Edwin Avila;3;Colombia;1989
3370;Efrain Rico;3;Colombia;1967
3370;Elder Herrera;3;Colombia;1968
3370;Emanuele Bergamo;3;Italien;1949
3370;Emile Bewing;3;Luxembourg;1907
3370;Emilio Croci-Torti;3;Schweiz;1922
3370;Ennio Vanotti;3;Italien;1955
3370;Eric Marcotte;3;USA;1980
3370;Ernst Fuchs;3;Schweiz;1936
3370;Ernst Traxel;3;Schweiz;1933
3370;Ernst Wuthrich;3;Schweiz;1918
3370;Erwin Lienhard;3;Schweiz;1957
3370;Erwin Schweizer;3;Schweiz;1935
3370;Ethan Vernon;3;Storbritannien;2000
3370;Fabrice Gougot;3;Frankrig;1971
3370;Falk Boden;3;Tyskland;1960
3370;Federico Munoz;3;Colombia;1963
3370;Fernando Martinez;3;Spanien;1963
3370;Fidel Jeobani Chacon;3;Colombia;1980
3370;Francesco Cesarini;3;Italien;1962
3370;Francesco de Bonis;3;Italien;1982
3370;Francesco Secchiari;3;Italien;1972
3370;Francois Hamon;3;Frankrig;1939
3370;Francois Parisien;3;Canada;1982
3370;Frank Høj;3;Danmark;1973
3370;Frans Demondt;3;Belgien;1910
3370;Frantisek Sisr;3;Tjekkiet;1993
3370;Freddy Eugen;3;Danmark;1941
3370;Fritz Zbinden;3;Schweiz;1922
3370;Gabriele Balducci;3;Italien;1975
3370;Gary Crewe;3;Storbritannien;1946
3370;Gaston Vandendooren;3;Belgien;1921
3370;Gatis Smukulis;3;Letland;1987
3370;Geert Malfait;3;Belgien;1953
3370;Geoffrey Wiles;3;Storbritannien;1944
3370;Georg Voggenreiter;3;Tyskland;1912
3370;Georges Ramoulux;3;Frankrig;1920
3370;Gerard Moneyron;3;Frankrig;1948
3370;Gerhard Huschke;3;Tyskland;1914
3370;Gilbert Salvador;3;Frankrig;1933
3370;Gilles Bouvard;3;Frankrig;1969
3370;Gilles Talmant;3;Frankrig;1970
3370;Giorgio Favaro;3;Italien;1944
3370;Giuseppe Zorzi;3;Italien;1938
3370;Gorazd Stangelj;3;Slovenien;1973
3370;Gregory Daniel;3;USA;1994
3370;Grzegorz Gronkiewicz;3;Polen;1965
3370;Gunther Haritz;3;Tyskland;1948
3370;Gustave Speeckaert;3;Belgien;1926
3370;Guy Gallopin;3;Frankrig;1956
3370;Hamish Robert Haynes;3;Storbritannien;1974
3370;Hans Daams;3;Nederlandene;1962
3370;Hans Gilgen;3;Schweiz;1906
3370;Hans Kindberg;3;Sverige;1967
3370;Hans Maag;3;Schweiz;1916
3370;Hans-Jorg Amisegger;3;Schweiz;1952
3370;Hans-Peter Jakst;3;Tyskland;1954
3370;Hector Valenzuela;3;Colombia;1973
3370;Heinrich Trumheller;3;Tyskland;1972
3370;Henri Abadie;3;Frankrig;1963
3370;Henri Epalle;3;Frankrig;1938
3370;Henri Guillod;3;Schweiz;1901
3370;Horst Oldenburg;3;Tyskland;1939
3370;Isaac Galvez;3;Spanien;1975
3370;Ivan Rovny;3;Rusland;1987
3370;Iwan Schmid;3;Schweiz;1947
3370;Jacques Martin;3;Belgien;1952
3370;Jamie Peter Drew;3;Australien;1973
3370;Jaromir Friede;3;Tjekkiet;1975
3370;Jean Anastasi;3;Frankrig;1935
3370;Jean Bellay;3;Frankrig;1930
3370;Jean Lerda;3;Frankrig;1929
3370;Jean Milesi;3;Frankrig;1935
3370;Jean Selic;3;Frankrig;1934
3370;Jean-Baptiste Claes;3;Belgien;1937
3370;Jean-Claude Gret;3;Schweiz;1930
3370;Jean-Francois Chaurin;3;Frankrig;1961
3370;Jean-Louis Danguillaume;3;Frankrig;1949
3370;Jean-marie Michel;3;Frankrig;1955
3370;Jeff Pierce;3;USA;1958
3370;Jens Veggerby;3;Danmark;1962
3370;Jeremy Roy;3;Frankrig;1983
3370;Jerome Cousin;3;Frankrig;1989
3370;Jesus Maria Manzano;3;Spanien;1978
3370;John Freddy Garcia;3;Colombia;1974
3370;Johny Goedert;3;Luxembourg;1929
3370;Jon Urien;3;Spanien;1959
3370;Jonathan Fumeaux;3;Schweiz;1988
3370;Joni Brandao;3;Portugal;1989
3370;Jonny Brown;3;USA;1997
3370;Jos De Feyter;3;Belgien;1925
3370;Jose Antonio Garrido;3;Spanien;1975
3370;Jose Bernardez;3;Spanien;1935
3370;Jose Daniel Rincon;3;Colombia;1975
3370;Jose Joaquin Castelblanco;3;Colombia;1969
3370;Jose Luis Carrasco;3;Spanien;1982
3370;Jose Manuel Maestre;3;Spanien;1976
3370;Jose Neves Fernandes;3;Portugal;1995
3370;Josef Arents;3;Tyskland;1912
3370;Josef Winterberg;3;Schweiz;1930
3370;Julian Sanchez;3;Spanien;1980
3370;Julian Winn;3;Storbritannien;1972
3370;Julien El Fares;3;Frankrig;1985
3370;Julien Gekiere;3;Belgien;1938
3370;Jure Golcer;3;Slovenien;1977
3370;Kim Eriksen;3;Danmark;1964
3370;Kjell Carlstrom;3;Finland;1976
3370;Koldo Fernandez;3;Spanien;1981
3370;Kristian House;3;Storbritannien;1979
3370;Kurt Rub;3;Schweiz;1946
3370;Kurt Steinmann;3;Schweiz;1962
3370;Kyle Murphy;3;USA;1991
3370;Laurent Biondi;3;Frankrig;1959
3370;Laurent Lefevre;3;Frankrig;1976
3370;Laurie Venn;3;Australien;1953
3370;Lucas Hamilton;3;Australien;1996
3370;Lucien Bidinger;3;Luxembourg;1917
3370;Ludovic Turpin;3;Frankrig;1975
3370;Luigi Macchi;3;Italien;1912
3370;Luigi Mele;3;Italien;1937
3370;Luis Perez Romero;3;Spanien;1980
3370;Marcel Blavier;3;Belgien;1937
3370;Marcel Meisen;3;Tyskland;1989
3370;Marcel Verschueren;3;Belgien;1928
3370;Marco Fincato;3;Italien;1970
3370;Marek Wesoly;3;Polen;1978
3370;Mark McCormack;3;USA;1970
3370;Marlon Alirio Perez;3;Colombia;1976
3370;Martin Reimer;3;Tyskland;1987
3370;Martin Toft Madsen;3;Danmark;1985
3370;Marty Jemison;3;USA;1965
3370;Mathieu Burgaudeau;3;Frankrig;1998
3370;Matthew Stephens;3;Storbritannien;1970
3370;Matthew White;3;Australien;1974
3370;Matthew Wilson;3;Australien;1977
3370;Maurice Kallert;3;Frankrig;1920
3370;Maurice Lampre;3;Frankrig;1930
3370;Maurice Le Guilloux;3;Frankrig;1950
3370;Maurizio De Pasquale;3;Italien;1969
3370;Max Bleneau;3;Frankrig;1934
3370;Maximiliano Richeze;3;Argentina;1983
3370;Meinrad Vogele;3;Schweiz;1949
3370;Michael Freiberg;3;Australien;1990
3370;Michael Kukrle;3;Tjekkiet;1994
3370;Michael Schar;3;Schweiz;1986
3370;Michal Golas;3;Polen;1984
3370;Michal Paluta;3;Polen;1995
3370;Milan Kadlec;3;Tjekkiet;1974
3370;Miles Scotson;3;Australien;1994
3370;Nathan Dahlberg;3;New Zealand;1964
3370;Nick Gates;3;Australien;1972
3370;Nico Denz;3;Tyskland;1994
3370;Nicolas Portal;3;Frankrig;1979
3370;Nikolay Trusov;3;Rusland;1985
3370;Oleg Grishkine;3;Rusland;1975
3370;Omer Vandervoorden;3;Belgien;1929
3370;Ondrej Fadrny;3;Tjekkiet;1978
3370;Oscar Dierickx;3;Belgien;1956
3370;Oscar Laguna;3;Spanien;1978
3370;Oscar Mauricio Alvarez;3;Colombia;1977
3370;Oscar Quiroz;3;Colombia;1994
3370;Ottavio Crepaldi;3;Italien;1945
3370;Otto Schenk;3;Tyskland;-
3370;Otto Wiedmer;3;Schweiz;1889
3370;Otto Ziege;3;Tyskland;1926
3370;Pascal Chanteur;3;Frankrig;1968
3370;Patrick Clerc;3;Frankrig;1957
3370;Patrick Perret;3;Frankrig;1953
3370;Paul Miller;3;Australien;1963
3370;Paul Sherwen;3;Storbritannien;1956
3370;Paul Voss;3;Tyskland;1986
3370;Paul Zollinger;3;Schweiz;1944
3370;Pavel Kochetkov;3;Rusland;1986
3370;Peter Glemser;3;Tyskland;1940
3370;Peter McDonald;3;Australien;1978
3370;Peter Meinert;3;Danmark;1966
3370;Peter Tiefenthaler;3;Schweiz;1934
3370;Pierre Le Mellec;3;Frankrig;1940
3370;Pierre Martin;3;Frankrig;1938
3370;Pierre Roux;3;Frankrig;-
3370;Piet van Nek;3;Nederlandene;1916
3370;Plamen Stoyanov;3;Bulgarien;1971
3370;Rachel Dard;3;Frankrig;1951
3370;Radoslaw Romanik;3;Polen;1967
3370;Raffaele Illiano;3;Italien;1977
3370;Remig Stumpf;3;Tyskland;1966
3370;Remy Di Gregorio;3;Frankrig;1985
3370;Renato Ponzini;3;Italien;1932
3370;Rene De Smet;3;Belgien;1931
3370;Ricardo Serrano;3;Spanien;1978
3370;Richard Goodman;3;Storbritannien;1939
3370;Rizzardo Brenioli;3;Italien;1930
3370;Robert Castelin;3;Frankrig;1920
3370;Robert Hayles;3;Storbritannien;1973
3370;Robert Wagner;3;Tyskland;1983
3370;Roberto Sorlini;3;Italien;1947
3370;Robin Froidevaux;3;Schweiz;1998
3370;Robinson Chalapud;3;Colombia;1984
3370;Roger Buchonnet;3;Frankrig;1926
3370;Roger Legeay;3;Frankrig;1949
3370;Roger Pontet;3;Frankrig;1921
3370;Romes Gainetdinov;3;Rusland;1967
3370;Rudolf Hauser;3;Schweiz;1937
3370;Rui Sousa;3;Portugal;1976
3370;Russell Downing;3;Storbritannien;1978
3370;Russell Van Hout;3;Australien;1976
3370;Sebastian Lander;3;Danmark;1991
3370;Sebastien Reichenbach;3;Schweiz;1989
3370;Sergey Shilov;3;Rusland;1988
3370;Sergio Finazzi;3;Italien;1964
3370;Sigi Renz;3;Tyskland;1938
3370;Simone Bertoletti;3;Italien;1974
3370;Stanislaw Aniolkowski;3;Polen;1997
3370;Stefano Casagranda;3;Italien;1973
3370;Steve Hegg;3;USA;1963
3370;Steve Williams;3;Australien;1973
3370;Sven Erik Bystrøm;3;Norge;1992
3370;Sylwester Szmyd;3;Polen;1978
3370;Theo Perret;3;Schweiz;1915
3370;Thierry Bock;3;Belgien;1966
3370;Tiago Machado;3;Portugal;1985
3370;Tim Harris;3;Storbritannien;1962
3370;Timothy Duggan;3;USA;1982
3370;Tomas Pettersson;3;Sverige;1947
3370;Toni Graser;3;Schweiz;1933
3370;Tormod Hausken Jacobsen;3;Norge;1993
3370;Travis Meyer;3;Australien;1989
3370;Uros Murn;3;Slovenien;1975
3370;Valentin Ferron;3;Frankrig;1998
3370;Valentin Gotzinger;3;Østrig;2000
3370;Valentin Petry;3;Tyskland;1928
3370;Vassili Davidenko;3;USA;1970
3370;Vegard Stake Laengen;3;Norge;1989
3370;Venceslau Fernandes;3;Portugal;1945
3370;Vicente Reynes;3;Spanien;1981
3370;Vladislav Borisov;3;Rusland;1978
3370;Walter Baumgartner;3;Schweiz;1953
3370;Walter Cap;3;Østrig;-
3370;Walter Lober;3;Tyskland;1909
3370;Weimar Roldan;3;Colombia;1985
3370;Wiebren Veenstra;3;Nederlandene;1966
3370;William Bonnet;3;Frankrig;1982
3370;William Palacio;3;Colombia;1965
3370;William Pulido;3;Colombia;1965
3370;Zoran Klemencic;3;Slovenien;1976
3370;Carlos Verona;3;Spanien;1992
3370;Stephen Williams;3;Storbritannien;1996
3370;Norbert Banaszek;3;Polen;1997
3370;Matej Zahalka;3;Tjekkiet;1993
3370;Edoardo Affini;3;Italien;1996
3370;Alain Moineau;3;Frankrig;1928
3370;Emile Gamard;3;Frankrig;1911
3370;Javier Moreno;3;Spanien;1984
3370;Jean Breuer;3;Belgien;1919
3370;Josef Hubner;3;Tyskland;1889
3370;Joseph Normand;3;Frankrig;1894
3370;Karel De Baere;3;Belgien;1925
3370;Luigi Chiodi;3;Italien;1887
3370;Marcin Bialoblocki;3;Polen;1983
3370;Nestor Rosart;3;Belgien;1890
3370;Peter Bohm;3;Tyskland;1871
3370;Urbain Anseeuw;3;Belgien;1892
3370;A. Brundrett;3;Storbritannien;-
3370;A.J. MacDonald;3;Storbritannien;-
3370;Achille Depauw;3;Belgien;1885
3370;Achille Germain;3;Frankrig;1884
3370;Aime Lievens;3;Belgien;1911
3370;Albert Beirnaert;3;Belgien;1916
3370;Albert Gabard;3;Frankrig;1908
3370;Alessandro Catalani;3;Italien;1905
3370;Alfons Standaert;3;Belgien;1894
3370;Alfonse Charpiot;3;Frankrig;1879
3370;Alfredo Tibiletti;3;Italien;1891
3370;Alois Persijn;3;Belgien;1888
3370;Alphonse Seys;3;Belgien;-
3370;Ambrogio Beretta;3;Italien;1908
3370;Andre Denhez;3;Frankrig;1919
3370;Antonio Covolo;3;Italien;1920
3370;Armand Audaire;3;Frankrig;1924
3370;Armand Ledrut;3;Luxembourg;-
3370;Arthur Maertens;3;Belgien;1892
3370;Arthur Mommerency;3;Belgien;1923
3370;Auguste Denizot;3;Frankrig;1889
3370;Auguste Dierickx;3;Belgien;1889
3370;Auguste Mallet;3;Frankrig;1913
3370;Auguste Toubeau;3;Belgien;1915
3370;C.D. Pagniez;3;Storbritannien;-
3370;Charles Kippert;3;Frankrig;1885
3370;Charles Raboisson;3;Frankrig;1889
3370;Charly Miller;3;USA;1875
3370;Colombo Neri;3;Italien;1904
3370;Costante Costa;3;Italien;-
3370;D.T. Belding;3;Storbritannien;-
3370;Domenico Cittera;3;Italien;1890
3370;Domenico Pedevilla;3;Italien;1919
3370;Donald Lacaille;3;Storbritannien;1870
3370;Douglas McRae;3;Storbritannien;-
3370;E. Mote;3;Storbritannien;-
3370;E.J. Waygood;3;Storbritannien;-
3370;Edgard Roy;3;Frankrig;-
3370;Edouard Lafourcade;3;Frankrig;-
3370;Edward Maes;3;Belgien;-
3370;Emiel Vandepitte;3;Belgien;1910
3370;Ennio Salvador;3;Italien;1960
3370;Ernest Arnott;3;Storbritannien;-
3370;Ernest Gras;3;Frankrig;-
3370;Ernest Ricaux;3;Frankrig;1886
3370;Ernesto Ferrari;3;Italien;1884
3370;Ezio Pizzoglio;3;Italien;1937
3370;F.R. Cooke;3;Storbritannien;-
3370;Federico Galeaz;3;Italien;1936
3370;Felix Douarin;3;Frankrig;-
3370;Fernand Moulet;3;Frankrig;1895
3370;Frans Mintjens;3;Belgien;1946
3370;Frans Sterckx;3;Belgien;1921
3370;G. Neujean;3;Storbritannien;-
3370;Gabriel Baraquin;3;Frankrig;-
3370;Georges Charreau;3;Frankrig;-
3370;Georges Ducom;3;Frankrig;1873
3370;Georges Landrieu;3;Frankrig;-
3370;Georges Seres;3;Frankrig;1887
3370;Gerard Desmet;3;Belgien;1907
3370;Giuseppe Calvi;3;Italien;1929
3370;Guerrino Tomasoni;3;Italien;1918
3370;Guglielmo Marin;3;Italien;1905
3370;Guido Ghirardini;3;Italien;1888
3370;Guillaume Lavoncourt;3;Frankrig;1856
3370;Gustave Creste;3;Frankrig;1877
3370;H. D. Wall;3;Storbritannien;-
3370;H. Mitchell;3;Storbritannien;-
3370;H.E. Green;3;Storbritannien;-
3370;Henri Ellinamour;3;Frankrig;1883
3370;Henri Gillot;3;Frankrig;1861
3370;Henri Ory;3;Frankrig;1884
3370;Hilaire Hellebaut;3;Belgien;1895
3370;Hippolyte Figaro;3;Frankrig;-
3370;IVY;3;USA;-
3370;J. Chalansonnet;3;Frankrig;-
3370;Jan Staeren;3;Belgien;1915
3370;Jean Bertin;3;Frankrig;1869
3370;Jean Bouillet;3;Frankrig;1889
3370;Jean Gougolz;3;Schweiz;1875
3370;John Dunlop Lumsden;3;Storbritannien;1860
3370;John Van Ruysseveldt;3;Belgien;1896
3370;Joseph Lambet;3;Belgien;1908
3370;Jules Cordier;3;Belgien;1867
3370;Jaap Kersten;3;Nederlandene;1934
3370;Lauri Aus;3;Estland;1970
3370;Leon Van Aken;3;Belgien;1897
3370;Leopold Trousselier;3;Frankrig;1877
3370;Lode Eelen;3;Belgien;1904
3370;Louis Bertrand;3;Frankrig;-
3370;Louis Pinaud;3;Frankrig;1866
3370;Louis Schuller;3;Belgien;-
3370;Lucien De Graevelynck;3;Belgien;-
3370;Luigi Cuppi;3;Italien;-
3370;Luke Rowe;3;Storbritannien;1990
3370;Marc Renier;3;Belgien;1953
3370;Marcel Tiger;3;Frankrig;1917
3370;Martin Van Den Broeck;3;Belgien;1918
3370;Mathurin Grangiens;3;Frankrig;1863
3370;Maurice Cocqueriaux;3;Belgien;1912
3370;Maurice Croon;3;Belgien;1910
3370;NAWN;3;USA;-
3370;Nino Sella;3;Italien;1909
3370;Odiel Van Hevel;3;Belgien;1902
3370;Oreste Sartori;3;Italien;1914
3370;Oscar Voet;3;Belgien;-
3370;P. Carlier;3;Frankrig;-
3370;Paolo Valoti;3;Italien;1971
3370;Paul Coppens;3;Frankrig;1888
3370;Pierre Chevalier;3;Frankrig;1874
3370;Pierre Ruby;3;Frankrig;1932
3370;Pigelet;3;Frankrig;-
3370;Poyntz Charles Twentyman;3;Storbritannien;1863
3370;Raymond Goussot;3;Frankrig;1922
3370;Robert Dorgebray;3;Frankrig;1915
3370;Robert Gerbaud;3;Frankrig;1893
3370;Robert Granier;3;Frankrig;1912
3370;Robert Renonce;3;Frankrig;1912
3370;Robert Rigaux;3;Frankrig;1911
3370;Robert Vanderstockt;3;Belgien;1924
3370;Roger Chupin;3;Frankrig;1921
3370;Roger Cooreman;3;Belgien;1941
3370;Roger Vandendriessche;3;Belgien;1914
3370;Romeo Poid;3;Italien;1890
3370;Ronan De Meyer;3;Belgien;1953
3370;Ruggero Moro;3;Italien;1916
3370;S.J. Prevost;3;Storbritannien;-
3370;Sammie Moreels;3;Belgien;1965
3370;Scott Sunderland;3;Australien;1966
3370;Sergio Pagliazzi;3;Italien;1926
3370;Settimo Sabbadini;3;Frankrig;1928
3370;Sigouard;3;Frankrig;-
3370;Stan Lauwers;3;Belgien;1916
3370;Stijn Vandenbergh;3;Belgien;1984
3370;T. Monkhouse;3;Storbritannien;-
3370;Tom Devriendt;3;Belgien;1991
3370;Umberto Brivio;3;Italien;1899
3370;Victor Bagre;3;Frankrig;-
3370;Victor Standaert;3;Belgien;1892
